"COUNTRY","Country","SERIES","Series","PERIOD","Pay period","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHL","Chile","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","units",,,3,,
"CHL","Chile","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","units",,,3,,
"CHL","Chile","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","units",,,3.0999999,,
"CHL","Chile","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","units",,,3.3,,
"CHL","Chile","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","units",,,3.4000001,,
"PRT","Portugal","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","units",,,3.8599999,,
"PRT","Portugal","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","units",,,3.8,,
"PRT","Portugal","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","units",,,3.7,,
"PRT","Portugal","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","units",,,3.6900001,,
"PRT","Portugal","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","units",,,3.74,,
"CZE","Czech Republic","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","units",,,3.9000001,,
"CZE","Czech Republic","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","units",,,3.8,,
"CZE","Czech Republic","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","units",,,3.7,,
"CZE","Czech Republic","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","units",,,3.7,,
"CZE","Czech Republic","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","units",,,3.8,,
"LUX","Luxembourg","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","units",,,29483,,
"LUX","Luxembourg","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","units",,,29594,,
"LUX","Luxembourg","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","units",,,29548,,
"LUX","Luxembourg","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","units",,,29881,,
"LUX","Luxembourg","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","units",,,30615,,
"SVN","Slovenia","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","units",,,12063,,
"SVN","Slovenia","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","units",,,12421,,
"SVN","Slovenia","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","units",,,12386,,
"SVN","Slovenia","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","units",,,12502,,
"SVN","Slovenia","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","units",,,12557,,
"EST","Estonia","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","units",,,3.2,,
"EST","Estonia","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","units",,,3,,
"EST","Estonia","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","units",,,3,,
"EST","Estonia","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","units",,,3.3,,
"EST","Estonia","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","units",,,3.5999999,,
"ISR","Israel","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","units",,,12381,,
"ISR","Israel","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","units",,,12387,,
"ISR","Israel","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","units",,,12683,,
"ISR","Israel","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","units",,,12940,,
"ISR","Israel","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","units",,,12880,,
"CHL","Chile","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","units",,,4023,,
"CHL","Chile","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","units",,,4089,,
"CHL","Chile","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","units",,,4205,,
"CHL","Chile","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","units",,,4439,,
"CHL","Chile","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","units",,,4550,,
"CZE","Czech Republic","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","units",,,4956,,
"CZE","Czech Republic","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","units",,,4862,,
"CZE","Czech Republic","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","units",,,4707,,
"CZE","Czech Republic","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","units",,,4762,,
"CZE","Czech Republic","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","units",,,4914,,
"IRL","Ireland","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","units",,,12.06,,
"IRL","Ireland","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","units",,,11.75,,
"IRL","Ireland","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","units",,,11.56,,
"IRL","Ireland","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","units",,,11.5,,
"IRL","Ireland","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","units",,,11.48,,
"USA","United States","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","units",,,7.8699999,,
"USA","United States","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","units",,,7.6300001,,
"USA","United States","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","units",,,7.48,,
"USA","United States","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","units",,,7.3699999,,
"USA","United States","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","units",,,7.25,,
"AUS","Australia","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","units",,,14.59,,
"AUS","Australia","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","units",,,14.7,,
"AUS","Australia","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","units",,,14.9,,
"AUS","Australia","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","units",,,14.94,,
"AUS","Australia","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","units",,,14.98,,
"LUX","Luxembourg","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","units",,,11.9,,
"LUX","Luxembourg","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","units",,,11.9,,
"LUX","Luxembourg","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","units",,,11.9,,
"LUX","Luxembourg","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","units",,,12,,
"LUX","Luxembourg","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","units",,,12.4,,
"BEL","Belgium","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","units",,,22426,,
"BEL","Belgium","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","units",,,22241,,
"BEL","Belgium","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","units",,,22205,,
"BEL","Belgium","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","units",,,22398,,
"BEL","Belgium","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","units",,,22323,,
"HUN","Hungary","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","units",,,3.5999999,,
"HUN","Hungary","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","units",,,3.7,,
"HUN","Hungary","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","units",,,4.0999999,,
"HUN","Hungary","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","units",,,4.3000002,,
"HUN","Hungary","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","units",,,4.4000001,,
"GBR","United Kingdom","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","units",,,9.1999998,,
"GBR","United Kingdom","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","units",,,9,,
"GBR","United Kingdom","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","units",,,9,,
"GBR","United Kingdom","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","units",,,8.8999996,,
"GBR","United Kingdom","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","units",,,9,,
"CAN","Canada","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","units",,,9.0799999,,
"CAN","Canada","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","units",,,9.1099997,,
"CAN","Canada","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","units",,,9.29,,
"CAN","Canada","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","units",,,9.3400002,,
"CAN","Canada","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","units",,,9.3999996,,
"GRC","Greece","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","units",,,5.6199999,,
"GRC","Greece","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","units",,,5.48,,
"GRC","Greece","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","units",,,4.3899999,,
"GRC","Greece","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","units",,,4.2800002,,
"GRC","Greece","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","units",,,4.3400002,,
"FRA","France","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","units",,,12.38,,
"FRA","France","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","units",,,12.37,,
"FRA","France","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","units",,,12.52,,
"FRA","France","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","units",,,12.58,,
"FRA","France","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","units",,,12.64,,
"NLD","Netherlands","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","units",,,10.7,,
"NLD","Netherlands","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","units",,,10.5,,
"NLD","Netherlands","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","units",,,10.5,,
"NLD","Netherlands","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","units",,,10.3,,
"NLD","Netherlands","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","units",,,10.4,,
"USA","United States","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","units",,,16372,,
"USA","United States","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","units",,,15871,,
"USA","United States","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","units",,,15550,,
"USA","United States","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","units",,,15326,,
"USA","United States","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","units",,,15080,,
"HUN","Hungary","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","units",,,7447,,
"HUN","Hungary","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","units",,,7604,,
"HUN","Hungary","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","units",,,8582,,
"HUN","Hungary","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","units",,,8888,,
"HUN","Hungary","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","units",,,9227,,
"CAN","Canada","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","units",,,8,,
"CAN","Canada","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","units",,,8,,
"CAN","Canada","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","units",,,8.1000004,,
"CAN","Canada","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","units",,,8.1999998,,
"CAN","Canada","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","units",,,8.1999998,,
"POL","Poland","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","units",,,2.6199999,,
"POL","Poland","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","units",,,2.6500001,,
"POL","Poland","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","units",,,2.76,,
"POL","Poland","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","units",,,2.9200001,,
"POL","Poland","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","units",,,3.0599999,,
"JPN","Japan","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","units",,,14567,,
"JPN","Japan","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","units",,,14904,,
"JPN","Japan","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","units",,,15078,,
"JPN","Japan","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","units",,,15282,,
"JPN","Japan","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","units",,,15175,,
"CAN","Canada","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","units",,,18894,,
"CAN","Canada","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","units",,,18949,,
"CAN","Canada","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","units",,,19304,,
"CAN","Canada","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","units",,,19431,,
"CAN","Canada","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","units",,,19557,,
"IRL","Ireland","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","units",,,25083,,
"IRL","Ireland","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","units",,,24450,,
"IRL","Ireland","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","units",,,24040,,
"IRL","Ireland","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","units",,,23918,,
"IRL","Ireland","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","units",,,23871,,
"AUS","Australia","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","units",,,20815,,
"AUS","Australia","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","units",,,20973,,
"AUS","Australia","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","units",,,21259,,
"AUS","Australia","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","units",,,21321,,
"AUS","Australia","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","units",,,21387,,
"MEX","Mexico","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","units",,,1268,,
"MEX","Mexico","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","units",,,1277,,
"MEX","Mexico","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","units",,,1279,,
"MEX","Mexico","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","units",,,1284,,
"MEX","Mexico","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","units",,,1283,,
"ESP","Spain","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2010","2010","USD","US Dollar","0","units",,,5.1700001,,
"ESP","Spain","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2011","2011","USD","US Dollar","0","units",,,5.0799999,,
"ESP","Spain","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2012","2012","USD","US Dollar","0","units",,,4.96,,
"ESP","Spain","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2013","2013","USD","US Dollar","0","units",,,4.9200001,,
"ESP","Spain","EXR","In 2014 constant prices at 2014 USD exchange rates","H","Hourly","2014","2014","USD","US Dollar","0","units",,,4.9299998,,
"TUR","Turkey","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2010","2010","USD","US Dollar","0","units",,,4.8000002,,
"TUR","Turkey","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2011","2011","USD","US Dollar","0","units",,,5,,
"TUR","Turkey","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2012","2012","USD","US Dollar","0","units",,,5.0999999,,
"TUR","Turkey","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2013","2013","USD","US Dollar","0","units",,,5.1999998,,
"TUR","Turkey","PPP","In 2014 constant prices at 2014 USD PPPs","H","Hourly","2014","2014","USD","US Dollar","0","units",,,5.3000002,,
"NZL","New Zealand","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","units",,,19337,,
"NZL","New Zealand","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","units",,,18955,,
"NZL","New Zealand","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2012","2012","USD","US Dollar","0","units",,,19390,,
"NZL","New Zealand","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2013","2013","USD","US Dollar","0","units",,,19621,,
"NZL","New Zealand","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2014","2014","USD","US Dollar","0","units",,,20002,,
"TUR","Turkey","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2010","2010","USD","US Dollar","0","units",,,5540,,
"TUR","Turkey","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2011","2011","USD","US Dollar","0","units",,,5706,,
"TUR","Turkey","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2012","2012","USD","US Dollar","0","units",,,5861,,
"TUR","Turkey","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2013","2013","USD","US Dollar","0","units",,,5969,,
"TUR","Turkey","EXR","In 2014 constant prices at 2014 USD exchange rates","A","Annual","2014","2014","USD","US Dollar","0","units",,,6045,,
"GBR","United Kingdom","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2010","2010","USD","US Dollar","0","units",,,19152,,
"GBR","United Kingdom","PPP","In 2014 constant prices at 2014 USD PPPs","A","Annual","2011","2011","USD","US Dollar","0","units",,,18754,,
